text,category,risk_level,language,source_type
"Zaroori Suchna: 7 din me paisa double! Government certified solar project #72901 me invest karein. Minimum investment Rs 5,000.",investment_scam,high,hi-Latn,curated_scam
Zaroori Suchna: Vodafone-Idea Delhi: Aapke area me 4G band ho raha hai. High speed 5G ke liye reply karein 'PORT 983644' 1900 par mobile #3644 se.,sim_swap,high,hi-Latn,curated_scam
"WARNING: EPFO Alert: Claim of Rs 2,500,000 approved for UAN #43539. Verify credentials to disburse funds at https://epfo-claim-status43539.org",phishing_link,high,en-IN,curated_scam
"Global movie rating platform: Watch 3 movie trailers and get paid Rs 1,200. Register on our portal for applicant #28751: https://task-earnings28751.com",job_offer_scam,medium,en-IN,curated_scam
NOTICE: Google Pay Scratch Card Grand Prize: You won Rs 499 on card #63411. Click https://gpay-festive-jackpot63411.site to deposit in bank account.,lottery_prize,medium,en-IN,curated_scam
अंतिम रिमाइंडर: होटल रिव्यू कार्य: ट्रिपएडवाइजर पर प्रति होटल रिव्यू ₹800 कमाएं। काम शुरू करने के लिए वीआईपी पंजीकरण शुल्क ₹999 जमा करें। आईडी #60482।,job_offer_scam,medium,hi-IN,curated_scam
Alert: Guaranteed 5% daily return on Bitcoin and USDT! Hamara VIP Telegram trading channel join karein: @CryptoWealth85313. 100% loss free with mentor Ramesh Kumar.,investment_scam,high,hi-Latn,curated_scam
"सतर्कता अलर्ट: 7 दिनों में पैसा दोगुना! सरकार द्वारा मान्यता प्राप्त ग्रीन एनर्जी बॉन्ड #29446 में निवेश करें। न्यूनतम निवेश ₹5,000।",investment_scam,high,hi-IN,curated_scam
Dhyan Dein: IDFC FIRST Bank account ending 85296 me mobile number update karne ke liye form bharein https://bank-mobile-update85296.com,phishing_link,high,hi-Latn,curated_scam
"फोनपे अलर्ट: मोबाइल #52738 के विफल रिचार्ज का ₹8,500 रिफंड तैयार है। खाते में प्राप्त करने के लिए लिंक पर क्लिक करें: https://phonepe-refund52738.site",fake_refund,high,hi-IN,curated_scam
Aakhri Chetawani: Share market me saara loss recover karein 10 din me Jaipur me. Guaranteed jackpot calls ke liye WhatsApp karein Inspector Ajay Kumar ko 9891438,investment_scam,high,hi-Latn,curated_scam
"Alert: Merchant settlement Rs 1,499 lene ke liye collect mandate par apna UPI PIN verify karein Union Bank of India me deposit ke liye.",upi_collect_scam,high,hi-Latn,curated_scam
महत्वपूर्ण सूचना: बिजली बिल सत्यापन Ahmedabad: उपभोक्ता #3948 का मीटर कनेक्शन चालू रखने के लिए आपके मोबाइल पर आया सत्यापन कोड हमारे अधिकारी को दें।,otp_scam,high,hi-IN,curated_scam
"Aakhri Chetawani: Digital gold pool scheme: Rozana 2% interest kamayein pool #19113 me, jab chahein withdraw karein. Register karein https://gold-grow19113.top",investment_scam,high,hi-Latn,curated_scam
"WARNING: Courier service: Delivery charges Rs 85,000 for package #63195 overpaid in Hyderabad. Please install AnyDesk or TeamViewer to verify your account for refund.",fake_refund,high,en-IN,curated_scam
IndiGo flight 6E-59715 from Chennai to Mumbai is on time. Web check-in is now open. Boarding gate will open at 14:15 on 27-Feb-2025.,benign,safe,en-IN,authentic_transaction
सतर्कता अलर्ट: एयरटेल सूचना: मोबाइल #92449 की KYC अधूरी है। 24 घंटे में सिम बंद होने से बचाने के लिए यहां सत्यापित करें: https://airtel-kyc92449.net,phishing_link,high,hi-IN,curated_scam
अंतिम चेतावनी: फ्लिपकार्ट रेटिंग सहायक: घर बैठे उत्पाद रेटिंग का काम करके ₹999 प्रति माह कमाएं। प्रारंभिक सुरक्षा राशि ₹499 रिफंडेबल है।,job_offer_scam,medium,hi-IN,curated_scam
"Aakhri Chetawani: Sirf Aadhaar aur PAN card par 5 minute me loan Rs 12,500 seedhe HDFC Bank me. Link par click karke apply karein https://easy-cash22306.in",loan_scam,medium,hi-Latn,curated_scam
"Final Reminder: Loan approval letter attached: Sanctioned Rs 299 for applicant Kavita Reddy. Please transfer GST and documentation charges Rs 3,500 to account #77633 to release.",loan_scam,medium,en-IN,curated_scam
"सतर्कता अलर्ट: बिजली विभाग Mumbai: उपभोक्ता #73412 के पिछले बिल में ₹6,500 अधिक काट लिया गया था। अतिरिक्त राशि वापस पाने के लिए फॉर्म भरें: https://bijli-rebate73412.in",fake_refund,high,hi-IN,curated_scam
"सरकारी योजना के तहत ₹2,500,000 की सब्सिडी लेने के लिए BHIM ऐप में कलेक्ट रिक्वेस्ट पर UPI पिन सत्यापित करें। लाभार्थी #67127।",upi_collect_scam,high,hi-IN,curated_scam
तत्काल सूचना: संस्थागत प्री-आईपीओ शेयर 50% छूट पर खरीदें खाता #38837 पर। बाजार में लिस्टिंग से पहले भारी मुनाफा कमाने का मौका।,investment_scam,high,hi-IN,curated_scam
"Immediate Attention: Your cashback voucher of Rs 18,000 on Cred is ready. Scan QR code and confirm with your UPI PIN to claim directly into ICICI Bank.",upi_collect_scam,high,en-IN,curated_scam
"सावधान: बधाई हो! आपको बिना किसी सिबिल स्कोर या कागजी कार्रवाई के ₹25,000 का तत्काल व्यक्तिगत ऋण स्वीकृत किया गया है। फाइल #18998। ऐप डाउनलोड करें: https://quick-loan18998.apk",loan_scam,medium,hi-IN,curated_scam
"Priority: Zomato gold cashback Rs 100,000 is waiting for user #85495. Open Amazon Pay, accept collect request and verify your PIN to claim.",upi_collect_scam,high,en-IN,curated_scam
"Savdhan Rahe: BHIM UPI par collect request accept karein aur 6-digit PIN enter karein Rs 25,000 receive karne ke liye. Ref #35743.",upi_collect_scam,high,hi-Latn,curated_scam
"सावधान: कूरियर ओवरचार्ज रिफंड: पार्सल #39474 की अधिक ली गई डिलीवरी राशि ₹85,000 वापस पाने के लिए PhonePe पर रिवर्स रिक्वेस्ट स्वीकार करें।",fake_refund,high,hi-IN,curated_scam
"अंतिम चेतावनी: OLX खरीदार Rana Pratap Singh ने ₹1,200 का भुगतान भेजा है। पैसे खाते में जमा करने के लिए GPay पर QR स्कैन करें और UPI PIN डालें।",upi_collect_scam,high,hi-IN,curated_scam
"गलती से आपके खाते में ₹10,000 ट्रांसफर हो गए हैं। कृपया रिवर्स कलेक्ट रिक्वेस्ट स्वीकार करके पैसे वापस करें। प्रेषक: Rajesh Gupta।",upi_collect_scam,high,hi-IN,curated_scam
"URGENT: Dear User, an incoming UPI transfer of Rs 999 from Vikram Malhotra is waiting. Enter your 6-digit PIN on this collect request to receive.",upi_collect_scam,high,en-IN,curated_scam
"IMPORTANT: Crime Branch Cyber Cell Indore: A complaint of financial fraud of Rs 85 Lakhs has been lodged against your Union Bank of India account #43686. Transfer bail bond Rs 50,000 to verify funds.",voice_phishing,high,en-IN,curated_scam
"Immediate Attention: Double your money in 7 days! Invest in our government certified renewable energy green bond for project #50636. Minimum investment Rs 5,000.",investment_scam,high,en-IN,curated_scam
Final Reminder: BSNL Alert: Your mobile KYC verification failed for number #56887. Your number will be permanently disconnected unless you verify 5G SIM with executive Sunil Joshi.,sim_swap,high,en-IN,curated_scam
"IMPORTANT: College examination fee for student #21482 deducted twice. Fill refund mandate form at https://univ-exam-fee-refund21482.site for Rs 8,500",fake_refund,high,en-IN,curated_scam
"Congratulations! Your resume #26078 was shortlisted for Data Analyst (Remote). Pay Rs 1,200 for onboarding exam fee at https://career-test26078.in",job_offer_scam,medium,en-IN,curated_scam
"WARNING: Blinkit: Order #24921 delivered in 8 minutes in Lucknow! Enjoy your fresh groceries. For feedback, rate us on app.",benign,safe,en-IN,authentic_transaction
"URGENT: Dear State Bank of India User, your NetBanking account #91010 will be blocked today due to expired KYC. Update PAN immediately at https://stateban-pan-kyc91010.xyz",phishing_link,high,en-IN,curated_scam
"आवश्यक सूचना: पेटीएम जैकपॉट: ग्राहक #9259 के नाम पर ₹1,200 का इनाम निकला है। फाइल चार्ज ₹2,000 जमा करके अपने State Bank of India खाते में सीधे ट्रांसफर लें।",lottery_prize,medium,hi-IN,curated_scam
"NOTICE: EPFO Helpdesk: To credit your PF withdrawal claim of Rs 499 for UAN #94952, disclose the Aadhaar authentication OTP.",otp_scam,high,en-IN,curated_scam
"सतर्कता अलर्ट: म्युचुअल फंड: आपकी ₹75,000 की मासिक एसआईपी सफलतापूर्वक निष्पादित हो गई है फोलियो #34776 के लिए। एनएवी आवंटित कर दी गई है।",benign,safe,hi-IN,authentic_transaction
"Immediate Attention: Dear Customer, you received a cashback of Rs 299. Click to approve collect request in CRED: upi://pay?pa=cb82183@icici&am=299",upi_collect_scam,high,en-IN,curated_scam
